images_file_name,annotations_id,categories_id,categories_name,bbox_x,bbox_y,bbox_w,bbox_h
K-001900-016548-018110-027926_0_2_0_2_75_000_200.png,4844,1899,보령부스파정 5mg,142,241,200,127
K-001900-016548-018110-027926_0_2_0_2_75_000_200.png,4848,18109,란스톤엘에프디티정 30mg,14,692,311,298
K-001900-016548-018110-027926_0_2_0_2_90_000_200.png,4841,16547,가바토파정 100mg,630,175,238,228
K-001900-016548-018110-027926_0_2_0_2_90_000_200.png,4847,27925,울트라셋이알서방정,601,670,251,488
K-001900-016548-018110-027926_0_2_0_2_90_000_200.png,4842,1899,보령부스파정 5mg,157,250,203,127
K-001900-016548-018110-029345_0_2_0_2_70_000_200.png,4909,16547,가바토파정 100mg,183,885,241,243
K-001900-016548-018110-029345_0_2_0_2_70_000_200.png,4914,1899,보령부스파정 5mg,685,808,130,209
K-001900-016548-018110-029345_0_2_0_2_70_000_200.png,4912,29344,비모보정 500/20mg,111,283,271,424
K-001900-016548-018110-029345_0_2_0_2_70_000_200.png,4905,18109,란스톤엘에프디티정 30mg,613,249,299,291
K-001900-016548-018110-029345_0_2_0_2_75_000_200.png,4916,1899,보령부스파정 5mg,162,256,128,201
K-001900-016548-018110-029345_0_2_0_2_75_000_200.png,4911,29344,비모보정 500/20mg,591,535,274,440
K-001900-016548-018110-029345_0_2_0_2_75_000_200.png,4910,16547,가바토파정 100mg,537,141,235,225
K-001900-016548-018110-029345_0_2_0_2_90_000_200.png,4906,18109,란스톤엘에프디티정 30mg,78,762,306,293
K-001900-016548-018110-029345_0_2_0_2_90_000_200.png,4915,1899,보령부스파정 5mg,181,265,131,202
K-001900-016548-018110-029345_0_2_0_2_90_000_200.png,4908,16547,가바토파정 100mg,566,142,238,228
K-001900-016548-018110-029345_0_2_0_2_90_000_200.png,4913,29344,비모보정 500/20mg,622,568,269,444
K-001900-016548-018110-029451_0_2_0_2_70_000_200.png,5095,16547,가바토파정 100mg,169,841,244,238
K-001900-016548-018110-029451_0_2_0_2_70_000_200.png,5093,18109,란스톤엘에프디티정 30mg,614,224,297,289
K-001900-016548-018110-029451_0_2_0_2_70_000_200.png,5098,1899,보령부스파정 5mg,643,846,190,190
K-001900-016548-018110-029451_0_2_0_2_70_000_200.png,5088,29450,레일라정,114,215,394,262
K-001900-016548-018110-029451_0_2_0_2_75_000_200.png,5090,29450,레일라정,464,786,408,269
K-001900-016548-018110-029451_0_2_0_2_75_000_200.png,5096,16547,가바토파정 100mg,549,179,233,226
K-001900-016548-018110-029451_0_2_0_2_75_000_200.png,5092,18109,란스톤엘에프디티정 30mg,44,747,313,301
K-001900-016548-018110-029451_0_2_0_2_75_000_200.png,5097,1899,보령부스파정 5mg,149,240,180,180
K-001900-016548-018110-029451_0_2_0_2_90_000_200.png,5099,1899,보령부스파정 5mg,168,245,183,182
K-001900-016548-018110-029451_0_2_0_2_90_000_200.png,5094,16547,가바토파정 100mg,576,187,242,225
K-001900-016548-018110-031705_0_2_0_2_70_000_200.png,3668,18109,란스톤엘에프디티정 30mg,613,218,298,288
K-001900-016548-018110-031705_0_2_0_2_70_000_200.png,3661,16547,가바토파정 100mg,127,851,243,238
K-001900-016548-018110-031705_0_2_0_2_70_000_200.png,3664,31704,낙소졸정 500/20mg,133,128,246,425
K-001900-016548-018110-031705_0_2_0_2_75_000_200.png,3657,1899,보령부스파정 5mg,114,224,202,141
K-001900-016548-018110-031705_0_2_0_2_75_000_200.png,3662,16547,가바토파정 100mg,588,172,236,226
K-001900-016548-018110-031705_0_2_0_2_75_000_200.png,3663,31704,낙소졸정 500/20mg,599,697,250,454
K-001900-016548-018110-031705_0_2_0_2_75_000_200.png,3666,18109,란스톤엘에프디티정 30mg,47,755,308,301
K-001900-016548-018110-031705_0_2_0_2_90_000_200.png,3660,16547,가바토파정 100mg,619,177,238,227
K-001900-016548-018110-031705_0_2_0_2_90_000_200.png,3665,31704,낙소졸정 500/20mg,619,732,252,450
K-001900-016548-018110-031705_0_2_0_2_90_000_200.png,3658,1899,보령부스파정 5mg,131,231,204,138
K-001900-016548-018110-031705_0_2_0_2_90_000_200.png,3667,18109,란스톤엘에프디티정 30mg,79,802,310,288
K-001900-016548-018110-033009_0_2_0_2_70_000_200.png,374,1899,보령부스파정 5mg,643,854,207,173
K-001900-016548-018110-033009_0_2_0_2_70_000_200.png,378,18109,란스톤엘에프디티정 30mg,611,222,300,286
K-001900-016548-018110-033009_0_2_0_2_70_000_200.png,380,16547,가바토파정 100mg,128,894,248,237
K-001900-016548-018110-033009_0_2_0_2_70_000_200.png,371,33008,신바로정,86,257,369,209
K-001900-016548-018110-033009_0_2_0_2_75_000_200.png,375,1899,보령부스파정 5mg,134,244,191,164
K-001900-016548-018110-033009_0_2_0_2_75_000_200.png,370,33008,신바로정,521,791,380,211
K-001900-016548-018110-033009_0_2_0_2_90_000_200.png,372,33008,신바로정,551,837,375,200
K-001900-016548-018110-033009_0_2_0_2_90_000_200.png,381,16547,가바토파정 100mg,613,136,238,227
K-001900-016548-019607-021026_0_2_0_2_70_000_200.png,1873,21025,펠루비정(펠루비프로펜),684,274,179,173
K-001900-016548-019607-021026_0_2_0_2_70_000_200.png,1871,1899,보령부스파정 5mg,185,292,202,153
K-001900-016548-019607-021026_0_2_0_2_75_000_200.png,1872,1899,보령부스파정 5mg,587,829,204,162
K-001900-016548-019607-021026_0_2_0_2_75_000_200.png,1869,19606,스토가정 10mg,135,212,155,152
K-001900-016548-019607-021026_0_2_0_2_75_000_200.png,1874,21025,펠루비정(펠루비프로펜),91,832,183,179
K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,1875,21025,펠루비정(펠루비프로펜),125,865,181,177
K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,1866,16547,가바토파정 100mg,622,143,235,224
K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,1868,19606,스토가정 10mg,151,219,157,153
K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,1870,1899,보령부스파정 5mg,613,861,204,157
K-001900-016548-019607-027926_0_2_0_2_70_000_200.png,342,27925,울트라셋이알서방정,145,144,259,454
K-001900-016548-019607-027926_0_2_0_2_70_000_200.png,347,19606,스토가정 10mg,688,299,158,149
K-001900-016548-019607-027926_0_2_0_2_75_000_200.png,344,16547,가바토파정 100mg,596,161,230,223
K-001900-016548-019607-027926_0_2_0_2_75_000_200.png,338,1899,보령부스파정 5mg,143,241,199,128
K-001900-016548-019607-027926_0_2_0_2_75_000_200.png,348,19606,스토가정 10mg,110,828,162,158
K-001900-016548-019607-027926_0_2_0_2_75_000_200.png,340,27925,울트라셋이알서방정,571,630,259,489
K-001900-016548-019607-027926_0_2_0_2_90_000_200.png,346,19606,스토가정 10mg,142,863,159,154
K-001900-016548-019607-027926_0_2_0_2_90_000_200.png,345,16547,가바토파정 100mg,622,166,235,224
K-001900-016548-019607-027926_0_2_0_2_90_000_200.png,339,1899,보령부스파정 5mg,159,250,201,127
K-001900-016548-019607-027926_0_2_0_2_90_000_200.png,341,27925,울트라셋이알서방정,600,673,252,487
K-001900-016548-019607-029345_0_2_0_2_70_000_200.png,367,19606,스토가정 10mg,667,252,157,153
K-001900-016548-019607-029345_0_2_0_2_75_000_200.png,360,1899,보령부스파정 5mg,160,258,127,200
K-001900-016548-019607-029345_0_2_0_2_75_000_200.png,361,16547,가바토파정 100mg,619,202,229,225
K-001900-016548-019607-029345_0_2_0_2_75_000_200.png,368,19606,스토가정 10mg,132,886,160,158
K-001900-016548-019607-029345_0_2_0_2_75_000_200.png,366,29344,비모보정 500/20mg,551,682,324,427
K-001900-016548-019607-029345_0_2_0_2_90_000_200.png,365,29344,비모보정 500/20mg,575,718,326,421
K-001900-016548-019607-029345_0_2_0_2_90_000_200.png,359,1899,보령부스파정 5mg,178,269,130,200
K-001900-016548-019607-029345_0_2_0_2_90_000_200.png,369,19606,스토가정 10mg,164,918,161,155
K-001900-016548-019607-029345_0_2_0_2_90_000_200.png,363,16547,가바토파정 100mg,646,211,240,228
K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,133,1899,보령부스파정 5mg,644,845,189,190
K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,136,16547,가바토파정 100mg,144,799,239,239
K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,130,29450,레일라정,108,218,392,264
K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,127,19606,스토가정 10mg,657,287,155,150
K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,132,29450,레일라정,471,779,407,272
K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,137,16547,가바토파정 100mg,578,222,233,226
K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,128,19606,스토가정 10mg,142,848,163,158
K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,134,1899,보령부스파정 5mg,148,241,181,181
K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,138,16547,가바토파정 100mg,604,232,239,227
K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,129,19606,스토가정 10mg,177,880,158,155
K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,135,1899,보령부스파정 5mg,167,248,184,182
K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,131,29450,레일라정,505,816,397,269
K-001900-016548-019607-031705_0_2_0_2_70_000_200.png,2811,1899,보령부스파정 5mg,645,830,170,200
K-001900-016548-019607-031705_0_2_0_2_70_000_200.png,2814,31704,낙소졸정 500/20mg,135,129,241,424
K-001900-016548-019607-031705_0_2_0_2_70_000_200.png,2806,16547,가바토파정 100mg,118,804,242,237
K-001900-016548-019607-031705_0_2_0_2_75_000_200.png,2815,31704,낙소졸정 500/20mg,598,698,250,455
K-001900-016548-019607-031705_0_2_0_2_75_000_200.png,2810,19606,스토가정 10mg,142,863,160,158
K-001900-016548-019607-031705_0_2_0_2_75_000_200.png,2812,1899,보령부스파정 5mg,168,245,157,191
K-001900-016548-019607-031705_0_2_0_2_75_000_200.png,2807,16547,가바토파정 100mg,600,222,230,223
K-001900-016548-019607-031705_0_2_0_2_90_000_200.png,2808,19606,스토가정 10mg,175,895,159,152
K-001900-016548-019607-031705_0_2_0_2_90_000_200.png,2813,1899,보령부스파정 5mg,184,254,164,190
K-001900-016548-019607-031705_0_2_0_2_90_000_200.png,2816,31704,낙소졸정 500/20mg,622,732,250,452
K-001900-016548-019607-031705_0_2_0_2_90_000_200.png,2805,16547,가바토파정 100mg,627,231,238,224
K-001900-016548-019607-033009_0_2_0_2_70_000_200.png,4683,16547,가바토파정 100mg,88,255,366,209
K-001900-016548-019607-033009_0_2_0_2_70_000_200.png,4680,19606,스토가정 10mg,662,333,157,150
K-001900-016548-019607-033009_0_2_0_2_70_000_200.png,4688,1899,보령부스파정 5mg,642,856,208,167
K-001900-016548-019607-033009_0_2_0_2_70_000_200.png,4691,33008,신바로정,88,255,366,209
K-001900-016548-019607-033009_0_2_0_2_75_000_200.png,4682,19606,스토가정 10mg,140,787,160,157
K-001900-016548-019607-033009_0_2_0_2_75_000_200.png,4684,16547,가바토파정 100mg,620,159,231,226
K-001900-016548-019607-033009_0_2_0_2_75_000_200.png,4687,1899,보령부스파정 5mg,133,245,192,156
K-001900-016548-019607-033009_0_2_0_2_75_000_200.png,4689,33008,신바로정,519,791,381,209
K-001900-016548-019607-033009_0_2_0_2_90_000_200.png,4681,19606,스토가정 10mg,171,821,159,155
K-001900-016548-019607-033009_0_2_0_2_90_000_200.png,4686,1899,보령부스파정 5mg,151,255,199,157
K-001900-016548-019607-033009_0_2_0_2_90_000_200.png,4690,33008,신바로정,550,838,373,198
K-001900-016548-019607-033009_0_2_0_2_90_000_200.png,4685,16547,가바토파정 100mg,646,166,245,227
K-001900-016548-021026-021771_0_2_0_2_70_000_200.png,4060,16547,가바토파정 100mg,100,864,241,239
K-001900-016548-021026-021771_0_2_0_2_70_000_200.png,4067,21025,펠루비정(펠루비프로펜),674,273,178,174
K-001900-016548-021026-021771_0_2_0_2_70_000_200.png,4064,21770,라비에트정 20mg,688,884,197,195
K-001900-016548-021026-021771_0_2_0_2_75_000_200.png,4062,21770,라비에트정 20mg,100,196,186,183
K-001900-016548-021026-021771_0_2_0_2_75_000_200.png,4065,21025,펠루비정(펠루비프로펜),104,835,182,181
K-001900-016548-021026-021771_0_2_0_2_75_000_200.png,4068,1899,보령부스파정 5mg,595,854,213,147
K-001900-016548-021026-021771_0_2_0_2_75_000_200.png,4061,16547,가바토파정 100mg,615,161,229,224
K-001900-016548-021026-021771_0_2_0_2_90_000_200.png,4069,1899,보령부스파정 5mg,621,887,209,144
K-001900-016548-021026-021771_0_2_0_2_90_000_200.png,4063,21770,라비에트정 20mg,117,203,191,187
K-001900-016548-021026-021771_0_2_0_2_90_000_200.png,4066,21025,펠루비정(펠루비프로펜),136,869,180,177
K-001900-016548-021026-024850_0_2_0_2_70_000_200.png,4514,24849,놀텍정 10mg,674,828,189,302
K-001900-016548-021026-024850_0_2_0_2_70_000_200.png,4506,21025,펠루비정(펠루비프로펜),684,275,179,172
K-001900-016548-021026-024850_0_2_0_2_70_000_200.png,4510,1899,보령부스파정 5mg,188,274,202,137
K-001900-016548-021026-024850_0_2_0_2_75_000_200.png,4508,21025,펠루비정(펠루비프로펜),91,832,182,179
K-001900-016548-021026-024850_0_2_0_2_75_000_200.png,4512,24849,놀텍정 10mg,118,142,185,280
K-001900-016548-021026-024850_0_2_0_2_75_000_200.png,4511,1899,보령부스파정 5mg,581,866,213,144
K-001900-016548-021026-024850_0_2_0_2_75_000_200.png,4503,16547,가바토파정 100mg,573,145,233,225
K-001900-016548-021026-024850_0_2_0_2_90_000_200.png,4505,16547,가바토파정 100mg,603,149,234,226
K-001900-016548-021026-033208_0_2_0_2_70_000_200.png,5358,33207,에스원엠프정 20mg,658,899,217,210
K-001900-016548-021026-033208_0_2_0_2_70_000_200.png,5361,16547,가바토파정 100mg,75,807,242,240
K-001900-016548-021026-033208_0_2_0_2_70_000_200.png,5363,1899,보령부스파정 5mg,188,273,202,138
K-001900-016548-021026-033208_0_2_0_2_75_000_200.png,5356,21025,펠루비정(펠루비프로펜),91,832,182,179
K-001900-016548-021026-033208_0_2_0_2_75_000_200.png,5357,33207,에스원엠프정 20mg,111,161,206,195
K-001900-016548-021026-033208_0_2_0_2_75_000_200.png,5360,16547,가바토파정 100mg,641,211,233,228
K-001900-016548-021026-033208_0_2_0_2_75_000_200.png,5364,1899,보령부스파정 5mg,581,867,213,143
K-001900-016548-021026-033208_0_2_0_2_90_000_200.png,5355,21025,펠루비정(펠루비프로펜),125,865,181,178
K-001900-016548-021026-033208_0_2_0_2_90_000_200.png,5365,1899,보령부스파정 5mg,609,901,210,136
K-001900-016548-021026-033208_0_2_0_2_90_000_200.png,5362,16547,가바토파정 100mg,671,221,239,230
K-001900-016548-021026-033208_0_2_0_2_90_000_200.png,5359,33207,에스원엠프정 20mg,124,168,210,200
K-001900-016548-021026-044199_0_2_0_2_70_000_200.png,542,21025,펠루비정(펠루비프로펜),684,274,180,173
K-001900-016548-021026-044199_0_2_0_2_70_000_200.png,534,44198,케이캡정 50mg,646,861,263,236
K-001900-016548-021026-044199_0_2_0_2_70_000_200.png,537,1899,보령부스파정 5mg,188,272,205,138
K-001900-016548-021026-044199_0_2_0_2_70_000_200.png,538,16547,가바토파정 100mg,122,868,244,238
K-001900-016548-021026-044199_0_2_0_2_75_000_200.png,532,44198,케이캡정 50mg,78,176,248,224
K-001900-016548-021026-044199_0_2_0_2_75_000_200.png,541,21025,펠루비정(펠루비프로펜),90,832,183,179
K-001900-016548-021026-044199_0_2_0_2_75_000_200.png,539,16547,가바토파정 100mg,593,156,234,225
K-001900-016548-021026-044199_0_2_0_2_90_000_200.png,540,16547,가바토파정 100mg,622,162,238,226
K-001900-016548-021026-044199_0_2_0_2_90_000_200.png,535,1899,보령부스파정 5mg,609,900,210,136
K-001900-016548-021026-044199_0_2_0_2_90_000_200.png,533,44198,케이캡정 50mg,91,186,259,224
K-001900-016548-021771-027926_0_2_0_2_70_000_200.png,284,21770,라비에트정 20mg,643,312,190,181
K-001900-016548-021771-027926_0_2_0_2_70_000_200.png,286,27925,울트라셋이알서방정,145,144,261,456
K-001900-016548-021771-027926_0_2_0_2_70_000_200.png,289,16547,가바토파정 100mg,108,847,242,238
K-001900-016548-021771-027926_0_2_0_2_70_000_200.png,280,1899,보령부스파정 5mg,629,893,213,136
K-001900-016548-021771-027926_0_2_0_2_75_000_200.png,283,21770,라비에트정 20mg,125,775,195,189
K-001900-016548-021771-027926_0_2_0_2_75_000_200.png,287,27925,울트라셋이알서방정,572,629,261,488
K-001900-016548-021771-027926_0_2_0_2_75_000_200.png,291,16547,가바토파정 100mg,609,174,234,227
K-001900-016548-021771-027926_0_2_0_2_75_000_200.png,281,1899,보령부스파정 5mg,142,242,198,127
K-001900-016548-021771-027926_0_2_0_2_90_000_200.png,288,27925,울트라셋이알서방정,602,674,255,484
K-001900-016548-021771-027926_0_2_0_2_90_000_200.png,285,21770,라비에트정 20mg,158,811,191,187
K-001900-016548-021771-027926_0_2_0_2_90_000_200.png,290,16547,가바토파정 100mg,639,180,238,227
K-001900-016548-021771-027926_0_2_0_2_90_000_200.png,282,1899,보령부스파정 5mg,158,251,201,126
K-001900-016548-021771-029345_0_2_0_2_70_000_200.png,319,29344,비모보정 500/20mg,118,158,275,411
K-001900-016548-021771-029345_0_2_0_2_70_000_200.png,316,21770,라비에트정 20mg,619,252,188,180
K-001900-016548-021771-029345_0_2_0_2_75_000_200.png,321,29344,비모보정 500/20mg,589,677,283,451
K-001900-016548-021771-029345_0_2_0_2_75_000_200.png,313,1899,보령부스파정 5mg,161,257,130,200
K-001900-016548-021771-029345_0_2_0_2_75_000_200.png,324,16547,가바토파정 100mg,570,250,237,227
K-001900-016548-021771-029345_0_2_0_2_90_000_200.png,315,1899,보령부스파정 5mg,181,266,131,200
K-001900-016548-021771-029345_0_2_0_2_90_000_200.png,322,16547,가바토파정 100mg,600,265,237,226
K-001900-016548-021771-029345_0_2_0_2_90_000_200.png,320,29344,비모보정 500/20mg,612,716,289,446
K-001900-016548-021771-029345_0_2_0_2_90_000_200.png,317,21770,라비에트정 20mg,183,883,192,187
K-001900-016548-021771-029451_0_2_0_2_70_000_200.png,43,1899,보령부스파정 5mg,643,845,190,190
K-001900-016548-021771-029451_0_2_0_2_70_000_200.png,42,16547,가바토파정 100mg,103,807,241,239
K-001900-016548-021771-029451_0_2_0_2_70_000_200.png,37,21770,라비에트정 20mg,644,289,188,183
K-001900-016548-021771-029451_0_2_0_2_75_000_200.png,40,16547,가바토파정 100mg,616,216,234,226
K-001900-016548-021771-029451_0_2_0_2_75_000_200.png,39,21770,라비에트정 20mg,124,808,195,185
K-001900-016548-021771-029451_0_2_0_2_75_000_200.png,44,1899,보령부스파정 5mg,149,242,181,180
K-001900-016548-021771-029451_0_2_0_2_75_000_200.png,47,29450,레일라정,460,811,423,220
K-001900-016548-021771-029451_0_2_0_2_90_000_200.png,45,1899,보령부스파정 5mg,168,249,184,181
K-001900-016548-021771-029451_0_2_0_2_90_000_200.png,38,21770,라비에트정 20mg,157,841,194,184
K-001900-016548-021771-029451_0_2_0_2_90_000_200.png,41,16547,가바토파정 100mg,643,225,244,227
K-001900-016548-021771-029451_0_2_0_2_90_000_200.png,48,29450,레일라정,490,847,416,218
K-001900-016548-021771-031705_0_2_0_2_70_000_200.png,2723,21770,라비에트정 20mg,675,288,187,180
K-001900-016548-021771-031705_0_2_0_2_70_000_200.png,2730,16547,가바토파정 100mg,165,841,242,237
K-001900-016548-021771-031705_0_2_0_2_70_000_200.png,2729,31704,낙소졸정 500/20mg,123,133,245,422
K-001900-016548-021771-031705_0_2_0_2_75_000_200.png,2728,31704,낙소졸정 500/20mg,605,691,257,452
K-001900-016548-021771-031705_0_2_0_2_75_000_200.png,2725,1899,보령부스파정 5mg,124,262,197,146
K-001900-016548-021771-031705_0_2_0_2_90_000_200.png,2727,31704,낙소졸정 500/20mg,636,729,252,449
K-001900-016548-021771-031705_0_2_0_2_90_000_200.png,2726,1899,보령부스파정 5mg,140,271,204,146
K-001900-016548-021771-031705_0_2_0_2_90_000_200.png,2732,16547,가바토파정 100mg,582,190,238,227
K-001900-016548-021771-031705_0_2_0_2_90_000_200.png,2721,21770,라비에트정 20mg,126,848,193,184
K-001900-016548-021771-033009_0_2_0_2_70_000_200.png,4707,1899,보령부스파정 5mg,643,855,206,172
K-001900-016548-021771-033009_0_2_0_2_70_000_200.png,4711,33008,신바로정,87,255,367,209
K-001900-016548-021771-033009_0_2_0_2_70_000_200.png,4706,16547,가바토파정 100mg,121,884,245,240
K-001900-016548-021771-033009_0_2_0_2_70_000_200.png,4715,21770,라비에트정 20mg,638,316,191,182
K-001900-016548-021771-033009_0_2_0_2_75_000_200.png,4714,21770,라비에트정 20mg,129,768,192,190
K-001900-016548-021771-033009_0_2_0_2_75_000_200.png,4710,33008,신바로정,519,792,384,210
K-001900-016548-021771-033009_0_2_0_2_75_000_200.png,4704,16547,가바토파정 100mg,592,140,233,227
K-001900-016548-021771-033009_0_2_0_2_75_000_200.png,4708,1899,보령부스파정 5mg,135,244,189,163
K-001900-016548-021771-033009_0_2_0_2_90_000_200.png,4705,16547,가바토파정 100mg,620,145,240,228
K-001900-016548-021771-033009_0_2_0_2_90_000_200.png,4712,33008,신바로정,550,838,373,198
K-001900-016548-021771-033009_0_2_0_2_90_000_200.png,4709,1899,보령부스파정 5mg,152,254,195,163
K-001900-016548-024850-027926_0_2_0_2_70_000_200.png,3841,27925,울트라셋이알서방정,146,145,258,453
K-001900-016548-024850-027926_0_2_0_2_70_000_200.png,3845,16547,가바토파정 100mg,105,866,239,238
K-001900-016548-024850-027926_0_2_0_2_75_000_200.png,3849,24849,놀텍정 10mg,142,701,180,299
K-001900-016548-024850-027926_0_2_0_2_75_000_200.png,3843,16547,가바토파정 100mg,612,160,230,222
K-001900-016548-024850-027926_0_2_0_2_90_000_200.png,3844,16547,가바토파정 100mg,639,165,239,224
K-001900-016548-024850-027926_0_2_0_2_90_000_200.png,3848,1899,보령부스파정 5mg,158,251,201,128
K-001900-016548-024850-027926_0_2_0_2_90_000_200.png,3842,27925,울트라셋이알서방정,600,673,252,485
K-001900-016548-024850-029345_0_2_0_2_70_000_200.png,3800,16547,가바토파정 100mg,125,813,239,239
K-001900-016548-024850-029345_0_2_0_2_70_000_200.png,3795,29344,비모보정 500/20mg,117,157,277,411
K-001900-016548-024850-029345_0_2_0_2_70_000_200.png,3793,1899,보령부스파정 5mg,685,807,131,211
K-001900-016548-024850-029345_0_2_0_2_70_000_200.png,3803,24849,놀텍정 10mg,601,252,293,167
K-001900-016548-024850-029345_0_2_0_2_75_000_200.png,3794,1899,보령부스파정 5mg,161,257,129,201
K-001900-016548-024850-029345_0_2_0_2_75_000_200.png,3797,29344,비모보정 500/20mg,588,677,285,452
K-001900-016548-024850-029345_0_2_0_2_75_000_200.png,3802,24849,놀텍정 10mg,59,856,305,169
K-001900-016548-024850-029345_0_2_0_2_75_000_200.png,3798,16547,가바토파정 100mg,599,212,227,225
K-001900-016548-024850-029345_0_2_0_2_90_000_200.png,3799,16547,가바토파정 100mg,623,220,237,226
K-001900-016548-024850-029345_0_2_0_2_90_000_200.png,3792,1899,보령부스파정 5mg,182,266,130,200
K-001900-016548-024850-029345_0_2_0_2_90_000_200.png,3801,24849,놀텍정 10mg,92,894,303,165
K-001900-016548-024850-029345_0_2_0_2_90_000_200.png,3796,29344,비모보정 500/20mg,613,714,287,448
K-001900-016548-024850-029451_0_2_0_2_70_000_200.png,3738,24849,놀텍정 10mg,645,260,192,266
K-001900-016548-024850-029451_0_2_0_2_70_000_200.png,3733,1899,보령부스파정 5mg,631,901,212,154
K-001900-016548-024850-029451_0_2_0_2_70_000_200.png,3736,29450,레일라정,46,232,407,230
K-001900-016548-024850-029451_0_2_0_2_75_000_200.png,3732,1899,보령부스파정 5mg,139,219,199,149
K-001900-016548-024850-029451_0_2_0_2_75_000_200.png,3737,29450,레일라정,521,804,421,232
K-001900-016548-024850-029451_0_2_0_2_90_000_200.png,3739,24849,놀텍정 10mg,152,773,196,281
K-001900-016548-024850-029451_0_2_0_2_90_000_200.png,3741,16547,가바토파정 100mg,602,196,241,223
